기간,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,최대,최소,가중평균
2025/02/24,87.21,80.05,80.05,80.05,80.05,81.1,97.63,114.82,130.83,145.89,149.46,132.15,126.28,126.28,126.28,132.15,132.15,132.15,114.31,114.31,114.31,113.9,114.31,113.9,149.46,80.05,115.32
2025/02/23,104.96,86.42,86.39,84.98,85.83,86.43,98.4,97.34,81.85,79.67,98.31,72.76,72.76,6.21,72.76,72.76,79.67,96.13,104.96,104.96,98.27,104.96,103.97,104.96,104.96,6.21,88.24
2025/02/22,108.15,101.48,102.66,85.12,85.12,102.42,106.37,104.78,103.15,98.05,110.37,80.29,72.82,0,76.15,79.69,82.46,97.87,108.44,108.44,108.44,108.44,108.44,108.44,110.37,0,94.84
2025/02/21,107.9,97.98,102.32,84.33,101.64,101.91,107.07,132.8,138.87,140.85,155.34,140.38,132.73,132.81,132.54,132.81,132.81,132.81,132.56,126.31,113.91,113.67,113.9,113.9,155.34,84.33,122.57
2025/02/20,113.06,98.68,97.71,82.54,83.49,98.78,113.15,128.79,134.47,139.7,159.56,134.45,134.03,132.82,130.24,130.24,132.82,132.82,132.82,132.82,126.33,113.88,113.88,122.75,159.56,82.54,122.73
2025/02/19,107.9,101.77,98.38,97.93,98.42,102.35,113.2,128.69,137.5,142.09,157.35,138.32,133.08,132.79,132.57,131,140.97,132.55,130.74,130.78,129.84,124.91,128,128.37,157.35,97.93,126.04
2025/02/18,122.64,102.15,98.46,98.46,98.46,99.51,113.01,128.93,143.78,149.48,145.96,142.19,131.05,131.05,131.05,131.05,131.05,131.05,130.78,129.98,129.9,125.25,125.25,113.94,149.48,98.46,125.42
2025/02/17,123.89,98.61,97.86,80.89,98.06,98.22,102.01,132.8,132.5,145.9,151.99,132.56,130.94,131.73,131.11,132.15,132.15,132.15,130.06,130.79,130.79,132.48,132.45,113.87,151.99,80.89,124.6
2025/02/16,99.53,98.59,97.91,81.8,81.8,96.48,97.91,102.94,103.75,103.5,103.74,103.74,103.74,103.74,105.3,105.35,103.67,105.39,133.17,105.55,103.76,103.76,103.41,99.98,133.17,81.8,102.25
2025/02/15,122.15,101.69,99.22,99.09,99.22,101.8,102.54,115.65,116.85,141.55,150.58,148.17,132.52,132.5,132.51,123.96,123.96,102.92,115.97,114.96,107.61,102.76,102.78,132.48,150.58,99.09,117.71
2025/02/14,108.13,98.48,98.07,82.54,97.73,102.15,104.03,132.78,132.79,146.68,143.92,132.57,131.3,132.8,131.99,131.99,132.57,133.42,126.81,126.24,114.49,113.09,112.88,103.85,146.68,82.54,120.69
2025/02/13,112.57,101.6,101.61,98.25,101.6,111.24,112.61,132.81,136.01,136,146.77,139.35,131.12,132.15,132.15,131.37,140.03,131.12,132.23,132.23,130.15,125.75,122.78,114.04,146.77,98.25,125.27
2025/02/12,103.44,97.28,93.04,81.32,92.42,93.39,109.51,123.61,132.59,143.84,154.15,144,142.98,143.44,143.44,143.44,132.8,134.13,134.98,130.21,130.14,132.49,125.7,123.89,154.15,81.32,126.6
2025/02/11,103.12,101,100.23,83.22,84.06,98.32,107.51,134.24,138.75,150.33,144.44,145.55,131.36,131.37,132.15,131.37,132.15,132.15,132.15,132.15,132.15,113.98,113.98,113.98,150.33,83.22,122.95
2025/02/10,105.62,81,80.92,80.73,80.85,81,88.04,108.96,142.19,154.52,157.07,152,130.3,132.55,130.3,130.3,141.24,132.79,131.3,130,125.85,113.9,132.55,113.9,157.07,80.73,121.71
2025/02/09,103.41,99.27,99.08,82.99,82.99,98.46,99.15,102.61,103.48,103.74,106.34,103.74,104.56,103.74,103.64,102.95,103.74,106.23,111.85,108.84,103.48,103.48,103.48,103.48,111.85,82.99,101.95
2025/02/08,113.07,112.79,99.34,98.79,98.67,101.6,112.3,113.49,115.53,132.78,134.8,134.8,127.28,127.28,115.54,115.54,124.41,115.55,142.05,132.49,128.31,114.24,113.56,114.88,142.05,98.67,118.5
2025/02/07,112.43,101.97,98.56,98.14,98.13,98.55,111.77,113.73,136.65,159.17,149.17,142.6,131.72,136.2,136.43,151.02,136.65,136.65,134.8,131.51,130.1,129.66,129.78,128.8,159.17,98.13,127.86
2025/02/06,105.98,97.98,97.72,84.44,95.69,98.29,105.34,114.59,141.12,154.52,153.3,134.44,131.17,133.22,139.76,132.8,142.19,133.51,134,126.08,131.93,112.51,102.23,107.9,154.52,84.44,122.95
2025/02/05,106.94,96.77,84.44,84.44,84.44,98.11,109.77,111.86,139.87,148.18,150.83,138.84,132.35,133.91,133.58,142,133.58,132.24,132.24,127.04,131.1,112.43,105.93,105.7,150.83,84.44,121.72
2025/02/04,105.07,102.15,84.44,84.44,84.44,102.15,99.28,129.79,134.8,236.55,159.36,133.78,130.6,133.52,133.77,141.76,134.09,134.15,134.57,134.57,134.8,130.01,130.02,113.79,236.55,84.44,129.28
2025/02/03,102.15,80.55,80.55,80.55,80.55,80.55,86.78,109.48,142.19,157.57,151.41,133.91,133.05,133.58,131.32,132.92,132.92,132.92,133.91,133.91,114.52,102.78,99.72,99.16,157.57,80.55,118.04
2025/02/02,96.38,82.91,82,81.27,81.27,81.4,82.94,82.94,95.27,98.13,100.7,100.74,100.59,100.74,106.29,106.3,105.9,106.21,105.96,100.74,100.74,99.79,98.13,97.32,106.3,81.27,95.84
2025/02/01,103.21,98.71,82.77,82.77,82.77,82.77,84.47,84.47,99.51,105.95,132.56,151.16,113.57,110.31,104.88,104.97,105.01,103.66,103.6,103.41,103.23,100.17,99.92,100.37,151.16,82.77,102.27
2025/01/31,115.34,81.96,81.79,81.06,81.13,81.96,101.63,108.27,151.51,164.38,155.33,150.48,136.63,138.88,136.63,136.63,136.36,133.09,133.17,132.45,138.58,114.6,116.3,107.33,164.38,81.06,123.8
2025/01/30,97.63,85.81,81.14,79.87,79.87,97.63,97.63,97.63,97.63,107.7,109.31,109.28,109.39,103.7,98.47,76.68,98.42,104.3,104.62,104.62,104.62,104.62,104.44,104.46,109.39,76.68,98.51
2025/01/29,95.74,77.88,77.07,77.07,77.07,77.07,80.07,80.07,77.49,76.68,70.92,70.92,6.69,70.92,70.92,70.92,76.68,96.71,97.63,97.63,97.63,97.63,97.63,97.63,97.63,6.69,81.06
2025/01/28,96.06,82.26,80.92,80.92,80.92,81.77,83.35,83.35,80.33,79.87,78.51,78.51,78.51,78.51,78.51,79.87,80.33,80.33,88.53,88.53,88.53,88.53,88.53,88.53,96.06,78.51,83.28
2025/01/27,96.72,85.16,80.92,80.92,80.92,100.11,104.21,108.26,118.3,139.36,142.98,154.93,141.33,134.23,133.68,132.51,132.51,133.24,139.35,132.52,118.3,121.62,114.25,104.6,154.93,80.92,118.67
2025/01/26,118.27,86.29,82.74,80.92,80.92,81.1,83.08,98.48,106.56,117.72,147.05,139.37,118.64,120.92,120.95,117.62,117.62,117.45,117.73,117.72,116.4,116.3,117.07,115.88,147.05,80.92,109.97
2025/01/25,128.85,100.77,107.38,101.33,99.39,101.37,117.4,116.26,118.79,135.88,151.24,146.35,128.48,116.6,116.05,115.78,120.95,138.61,138.62,138.62,117.84,117.49,116.97,116.47,151.24,99.39,121.13
2025/01/24,118.47,107.85,102.41,101.78,101.95,102.31,108.61,129.7,138.86,156.44,153.54,142.93,137.04,137.04,138.58,137.04,138.87,136.74,139.43,132.84,118.77,108.61,118.47,132.76,156.44,101.78,127.78
2025/01/23,108.39,101.62,101.62,83.71,101.44,101.86,106.57,129.7,141.34,151.45,143.52,143.25,136.55,144.22,138.59,136.77,138.88,136.77,136.76,136.77,136.77,118.47,118.47,114.83,151.45,83.71,126.56
2025/01/22,110.11,102.03,101.71,101.84,102.03,106.56,107.39,138.88,144.95,156.44,155.89,148.76,138.69,138.77,138.77,145.89,138.77,137.09,136.82,138.98,138.59,121.72,115.48,114.68,156.44,101.71,129.85
2025/01/21,107.71,102.01,102.01,101.75,101.93,102.33,113.13,129.58,145.23,166.26,152.35,146.53,136.7,137.42,137.42,137.72,138.58,138.62,136.71,136.72,136.44,131.72,129.07,129.58,166.26,101.75,130.53
2025/01/20,117.61,80.3,80.3,80.3,80.3,95.31,101.84,116.05,138.59,153.41,165.68,164.5,138.62,138.62,138.62,138.59,138.62,138.59,136.63,136.56,132.06,138.57,117.41,116.84,165.68,80.3,127.33
2025/01/19,103.36,102.52,102.55,102.14,96.06,84,102.38,103.35,108.18,109.15,109.09,108.99,133.53,106.71,108.94,108.99,109.04,118.06,139.27,119.11,113.44,107.74,108.38,108.4,139.27,84,109.09
2025/01/18,107.96,106.03,102.25,102.47,102.11,102.75,107.33,107.74,117.54,138.53,118.72,118.4,117.24,117.18,117.63,117.18,117.66,117.54,118.45,118.12,116.45,107.63,107.63,107.96,138.53,102.11,112.95
2025/01/17,108.26,115.79,102,101.75,102,106.5,111.06,138.88,142.97,158.68,143.17,145.73,136.23,136.23,138.88,138.88,145.73,145.99,138.57,136.15,133.56,129.2,115.62,114.61,158.68,101.75,129.79
2025/01/16,108.07,106.76,106.34,101.97,106.76,102.05,105.25,136.78,144.48,157.34,156.67,148.76,139.15,139.28,139.28,139.28,139.29,138.58,138.38,138.98,138.57,136.78,114.49,114.7,157.34,101.97,130.51
2025/01/15,128.59,106.11,102,101.52,101.58,101.97,102.14,131.65,141.81,148.19,142.18,142.18,136.98,137.29,138.86,138.59,156.35,138.73,137.18,137.01,136.24,121.82,118.14,121.32,156.35,101.52,129.35
2025/01/14,108.13,104.61,101.75,101.79,101.7,101.79,107.34,136.77,146.51,154.09,147.33,146.13,138.8,139.21,139.21,139.21,139.22,139.22,136.79,136.51,136.77,136.77,136.77,114.59,154.09,101.7,130.31
2025/01/13,110.94,102.02,101.76,97.74,97.74,97.74,113.34,114.47,138.59,165.24,152.63,156.44,138.26,138.58,138.58,138.58,152.65,138.58,138.57,138.59,138.57,136.77,138.49,114.88,165.24,97.74,131.27
2025/01/12,111.15,111.8,111.82,97.63,98.55,102.64,103,103.19,111.74,117.03,118.12,118.07,117.91,117.29,117.36,116.96,116.74,118.07,118.12,118.12,116.06,108.64,111.74,107.81,118.12,97.63,112.14
2025/01/11,114.96,106.45,102.74,102.74,102.74,106.12,106.52,117.4,118.75,136.42,136.41,138.53,136.38,136.38,136.37,134.11,134.11,131.93,132.87,132.87,131.18,116.1,116.56,115.23,138.53,102.74,122.72
2025/01/10,124.44,112.6,106.2,101.97,101.97,112.52,117.05,138.02,147.83,163.15,147.2,147.33,140.19,140.26,144,140.85,156.37,139.21,139.21,139.21,139.21,132.81,133.06,138.49,163.15,101.97,134.73
2025/01/09,108.07,109.23,101.97,101.97,101.97,106.76,107.55,118.54,144,161.72,147.95,147.07,139.15,143.38,143.63,148.66,144.05,146.14,138.36,138.59,136.6,136.53,134.24,134.24,161.72,101.97,132.78
2025/01/08,85.04,81.97,81.97,81.97,81.97,81.97,83.37,112.78,140.44,161.72,159.39,133.25,133.25,133.13,133.25,160.86,136.76,133.33,133.42,134.61,126.52,116.06,120.82,121,161.72,81.97,122.01
2025/01/07,96.87,82.03,82.03,82.03,82.03,82.03,87.46,114.52,127.47,156.92,146.26,146.26,132.67,132.67,138.58,136.77,128.39,124.33,125.58,125.58,103.32,102.35,97.74,97.74,156.92,82.03,115.69
2025/01/06,77.42,76.17,76.17,75.75,76.17,76.17,78.81,97.66,128.09,136.72,128.4,128.09,127.47,127.47,122.7,126.84,126.84,126.84,128.32,124.77,103.32,102.35,97.52,100.11,136.72,75.75,109.44
2025/01/05,86.97,78.2,77.07,77.07,77.07,77.07,77.51,77.51,79.21,80.05,83.22,83.16,83.16,83.59,83.59,88.85,87.71,88.96,88.96,88.96,88.96,88.39,88.39,88.96,88.96,77.07,83.66
2025/01/04,97.77,81.76,81.12,81.12,81.12,81.12,97.37,98.47,98.78,119.65,119.65,98.16,0,0,97.98,97.94,97.94,98.78,98.68,98.07,98.78,98.78,97.37,97.69,119.65,0,89.28
2025/01/03,84.69,81.32,81.06,81.06,81.06,81.06,87.47,115.29,138.49,166.56,155.47,146,134.16,134.04,133.95,133.95,132.19,128.32,128.32,128.32,103.38,102.21,88.96,88.96,166.56,81.06,116.2
2025/01/02,84.81,80.83,80.83,80.83,80.83,80.83,87.52,97.7,128.32,151.16,157.97,134.12,133.99,133.91,133.78,138.86,133.91,133.99,128.32,115.58,113.77,103.23,102.26,96.87,157.97,80.83,115.76
2025/01/01,81.99,78.61,78.61,78.61,78.61,78.61,79.74,79.74,77.32,76,71.2,71.2,0,6.85,71.2,71.33,84.92,96.78,96.78,97,97.02,97.63,97.63,97.08,97.63,0,78.68
